L0 Node ID,L0 Node Name,L1 Node ID,L1 Node Name,L2 Node ID,L2 Node Name
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000306,Public Health
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000307,Reference
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000308,Research
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000309,Science for Kids
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000310,Humanities & Social Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000311,Sociology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000312,Specialty Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000313,Tax Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000314,Technology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000315,Transportation
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000316,Veterinary Medicine
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000317,Women's Studies
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000473,General
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000319,Buddhism
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000320,Christian Books & Bibles
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000321,Earth-Based Religions
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000322,Fiction
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000323,Hinduism
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000324,Islam
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000325,Judaism
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000326,Literature & Fiction
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000327,New Age
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000328,Occult
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000329,Other Eastern Religions & Sacred Texts
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000330,"Other Religions, Practices & Sacred Texts"
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000331,Religious Studies
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000332,New Age & Spirituality
1000000,Books & Other Media,1000318,Books - Religion & Spirituality,1000455,General
1000000,Books & Other Media,1000333,Books - Self-Help,1000334,Abuse
1000000,Books & Other Media,1000333,Books - Self-Help,1000335,Creativity
1000000,Books & Other Media,1000333,Books - Self-Help,1000336,Emotional Healing
1000000,Books & Other Media,1000333,Books - Self-Help,1000337,Gay & Lesbian
1000000,Books & Other Media,1000333,Books - Self-Help,1000338,Handwriting Analysis
1000000,Books & Other Media,1000333,Books - Self-Help,1000339,Happiness
1000000,Books & Other Media,1000333,Books - Self-Help,1000340,Hypnosis
1000000,Books & Other Media,1000333,Books - Self-Help,1000341,Inner Child
1000000,Books & Other Media,1000333,Books - Self-Help,1000342,Journal Writing
