CategoryID,AttributeID,description,display_name,free_text,variant
9000049,1,Country of Origin,Country Of Origin,No,No
9000050,1,Country of Origin,Country Of Origin,No,No
9000051,1,Country of Origin,Country Of Origin,No,No
9000052,1,Country of Origin,Country Of Origin,No,No
9000053,1,Country of Origin,Country Of Origin,No,No
9000054,1,Country of Origin,Country Of Origin,No,No
9000055,1,Country of Origin,Country Of Origin,No,No
9000056,1,Country of Origin,Country Of Origin,No,No
9000057,1,Country of Origin,Country Of Origin,No,No
9000058,1,Country of Origin,Country Of Origin,No,No
9000059,1,Country of Origin,Country Of Origin,No,No
9000060,1,Country of Origin,Country Of Origin,No,No
9000061,1,Country of Origin,Country Of Origin,No,No
9000062,1,Country of Origin,Country Of Origin,No,No
9000063,1,Country of Origin,Country Of Origin,No,No
9000064,1,Country of Origin,Country Of Origin,No,No
9000065,1,Country of Origin,Country Of Origin,No,No
9000066,1,Country of Origin,Country Of Origin,No,No
9000067,1,Country of Origin,Country Of Origin,No,No
9000068,1,Country of Origin,Country Of Origin,No,No
9000069,1,Country of Origin,Country Of Origin,No,No
9000070,1,Country of Origin,Country Of Origin,No,No
9000071,1,Country of Origin,Country Of Origin,No,No
9000073,1,Country of Origin,Country Of Origin,No,No
9000074,1,Country of Origin,Country Of Origin,No,No
9000075,1,Country of Origin,Country Of Origin,No,No
9000077,1,Country of Origin,Country Of Origin,No,No
9000078,1,Country of Origin,Country Of Origin,No,No
9000079,1,Country of Origin,Country Of Origin,No,No
9000080,1,Country of Origin,Country Of Origin,No,No
9000081,1,Country of Origin,Country Of Origin,No,No
9000082,1,Country of Origin,Country Of Origin,No,No
9000083,1,Country of Origin,Country Of Origin,No,No
9000084,1,Country of Origin,Country Of Origin,No,No
9000085,1,Country of Origin,Country Of Origin,No,No
9000086,1,Country of Origin,Country Of Origin,No,No
9000087,1,Country of Origin,Country Of Origin,No,No
9000088,1,Country of Origin,Country Of Origin,No,No
9000089,1,Country of Origin,Country Of Origin,No,No
9000090,1,Country of Origin,Country Of Origin,No,No
9000091,1,Country of Origin,Country Of Origin,No,No
9000092,1,Country of Origin,Country Of Origin,No,No
9000093,1,Country of Origin,Country Of Origin,No,No
9000094,1,Country of Origin,Country Of Origin,No,No
9000095,1,Country of Origin,Country Of Origin,No,No
9000096,1,Country of Origin,Country Of Origin,No,No
9000097,1,Country of Origin,Country Of Origin,No,No
9000098,1,Country of Origin,Country Of Origin,No,No
9000099,1,Country of Origin,Country Of Origin,No,No
9000100,1,Country of Origin,Country Of Origin,No,No
9000101,1,Country of Origin,Country Of Origin,No,No
9000102,1,Country of Origin,Country Of Origin,No,No
9000103,1,Country of Origin,Country Of Origin,No,No
9000104,1,Country of Origin,Country Of Origin,No,No
9000105,1,Country of Origin,Country Of Origin,No,No
9000106,1,Country of Origin,Country Of Origin,No,No
9000107,1,Country of Origin,Country Of Origin,No,No
9000108,1,Country of Origin,Country Of Origin,No,No
9000109,1,Country of Origin,Country Of Origin,No,No
9000110,1,Country of Origin,Country Of Origin,No,No
9000112,1,Country of Origin,Country Of Origin,No,No
9000113,1,Country of Origin,Country Of Origin,No,No
9000114,1,Country of Origin,Country Of Origin,No,No
9000115,1,Country of Origin,Country Of Origin,No,No
9000116,1,Country of Origin,Country Of Origin,No,No
9000117,1,Country of Origin,Country Of Origin,No,No
9000119,1,Country of Origin,Country Of Origin,No,No
9000120,1,Country of Origin,Country Of Origin,No,No
9000121,1,Country of Origin,Country Of Origin,No,No
9000122,1,Country of Origin,Country Of Origin,No,No
9000123,1,Country of Origin,Country Of Origin,No,No
9000124,1,Country of Origin,Country Of Origin,No,No
9000125,1,Country of Origin,Country Of Origin,No,No
9000126,1,Country of Origin,Country Of Origin,No,No
9000129,1,Country of Origin,Country Of Origin,No,No
9000130,1,Country of Origin,Country Of Origin,No,No
9000132,1,Country of Origin,Country Of Origin,No,No
9000133,1,Country of Origin,Country Of Origin,No,No
9000134,1,Country of Origin,Country Of Origin,No,No
9000135,1,Country of Origin,Country Of Origin,No,No
9000136,1,Country of Origin,Country Of Origin,No,No
9000137,1,Country of Origin,Country Of Origin,No,No
9000138,1,Country of Origin,Country Of Origin,No,No
9000139,1,Country of Origin,Country Of Origin,No,No
9000140,1,Country of Origin,Country Of Origin,No,No
9000142,1,Country of Origin,Country Of Origin,No,No
9000143,1,Country of Origin,Country Of Origin,No,No
9000145,1,Country of Origin,Country Of Origin,No,No
9000146,1,Country of Origin,Country Of Origin,No,No
9000147,1,Country of Origin,Country Of Origin,No,No
9000148,1,Country of Origin,Country Of Origin,No,No
9000150,1,Country of Origin,Country Of Origin,No,No
9000151,1,Country of Origin,Country Of Origin,No,No
9000152,1,Country of Origin,Country Of Origin,No,No
9000153,1,Country of Origin,Country Of Origin,No,No
9000154,1,Country of Origin,Country Of Origin,No,No
9000156,1,Country of Origin,Country Of Origin,No,No
9000157,1,Country of Origin,Country Of Origin,No,No
9000158,1,Country of Origin,Country Of Origin,No,No
9000196,1,Country of Origin,Country Of Origin,No,No
9000198,1,Country of Origin,Country Of Origin,No,No
9000199,1,Country of Origin,Country Of Origin,No,No
9000200,1,Country of Origin,Country Of Origin,No,No
9000201,1,Country of Origin,Country Of Origin,No,No
9000202,1,Country of Origin,Country Of Origin,No,No
9000203,1,Country of Origin,Country Of Origin,No,No
9000204,1,Country of Origin,Country Of Origin,No,No
9000205,1,Country of Origin,Country Of Origin,No,No
9000206,1,Country of Origin,Country Of Origin,No,No
9000207,1,Country of Origin,Country Of Origin,No,No
9000208,1,Country of Origin,Country Of Origin,No,No
9000209,1,Country of Origin,Country Of Origin,No,No
9000210,1,Country of Origin,Country Of Origin,No,No
9000211,1,Country of Origin,Country Of Origin,No,No
9000212,1,Country of Origin,Country Of Origin,No,No
9000215,1,Country of Origin,Country Of Origin,No,No
9000216,1,Country of Origin,Country Of Origin,No,No
9000217,1,Country of Origin,Country Of Origin,No,No
9000218,1,Country of Origin,Country Of Origin,No,No
9000219,1,Country of Origin,Country Of Origin,No,No
9000220,1,Country of Origin,Country Of Origin,No,No
9000221,1,Country of Origin,Country Of Origin,No,No
9000222,1,Country of Origin,Country Of Origin,No,No
9000223,1,Country of Origin,Country Of Origin,No,No
9000224,1,Country of Origin,Country Of Origin,No,No
9000225,1,Country of Origin,Country Of Origin,No,No
9000226,1,Country of Origin,Country Of Origin,No,No
9000227,1,Country of Origin,Country Of Origin,No,No
9000228,1,Country of Origin,Country Of Origin,No,No
9000229,1,Country of Origin,Country Of Origin,No,No
9000230,1,Country of Origin,Country Of Origin,No,No
9000231,1,Country of Origin,Country Of Origin,No,No
9000232,1,Country of Origin,Country Of Origin,No,No
9000233,1,Country of Origin,Country Of Origin,No,No
9000234,1,Country of Origin,Country Of Origin,No,No
9000236,1,Country of Origin,Country Of Origin,No,No
9000237,1,Country of Origin,Country Of Origin,No,No
9000238,1,Country of Origin,Country Of Origin,No,No
9000239,1,Country of Origin,Country Of Origin,No,No
9000241,1,Country of Origin,Country Of Origin,No,No
9000242,1,Country of Origin,Country Of Origin,No,No
9000243,1,Country of Origin,Country Of Origin,No,No
9000307,1,Country of Origin,Country Of Origin,No,No
9000310,1,Country of Origin,Country Of Origin,No,No
9000313,1,Country of Origin,Country Of Origin,No,No
9000400,1,Country of Origin,Country Of Origin,No,No
9000401,1,Country of Origin,Country Of Origin,No,No
9000402,1,Country of Origin,Country Of Origin,No,No
9000403,1,Country of Origin,Country Of Origin,No,No
9000404,1,Country of Origin,Country Of Origin,No,No
9000418,1,Country of Origin,Country Of Origin,No,No
9000419,1,Country of Origin,Country Of Origin,No,No
9000420,1,Country of Origin,Country Of Origin,No,No
9000421,1,Country of Origin,Country Of Origin,No,No
9000422,1,Country of Origin,Country Of Origin,No,No
9900107,1,Country of Origin,Country Of Origin,No,No
9900400,1,Country of Origin,Country Of Origin,No,No
9900422,1,Country of Origin,Country Of Origin,No,No
9900423,1,Country of Origin,Country Of Origin,No,No
9900424,1,Country of Origin,Country Of Origin,No,No
9900425,1,Country of Origin,Country Of Origin,No,No
9900427,1,Country of Origin,Country Of Origin,No,No
16000008,1,Country of Origin,Country Of Origin,No,No
16000010,1,Country of Origin,Country Of Origin,No,No
16000011,1,Country of Origin,Country Of Origin,No,No
16000012,1,Country of Origin,Country Of Origin,No,No
16000014,1,Country of Origin,Country Of Origin,No,No
16000015,1,Country of Origin,Country Of Origin,No,No
16000018,1,Country of Origin,Country Of Origin,No,No
16000019,1,Country of Origin,Country Of Origin,No,No
16000020,1,Country of Origin,Country Of Origin,No,No
16000021,1,Country of Origin,Country Of Origin,No,No
16000022,1,Country of Origin,Country Of Origin,No,No
16000023,1,Country of Origin,Country Of Origin,No,No
16000024,1,Country of Origin,Country Of Origin,No,No
16000025,1,Country of Origin,Country Of Origin,No,No
16000026,1,Country of Origin,Country Of Origin,No,No
16000033,1,Country of Origin,Country Of Origin,No,No
16000035,1,Country of Origin,Country Of Origin,No,No
16000036,1,Country of Origin,Country Of Origin,No,No
16000039,1,Country of Origin,Country Of Origin,No,No
16000051,1,Country of Origin,Country Of Origin,No,No
16000053,1,Country of Origin,Country Of Origin,No,No
16000054,1,Country of Origin,Country Of Origin,No,No
16000055,1,Country of Origin,Country Of Origin,No,No
16000056,1,Country of Origin,Country Of Origin,No,No
16000057,1,Country of Origin,Country Of Origin,No,No
16000058,1,Country of Origin,Country Of Origin,No,No
16000059,1,Country of Origin,Country Of Origin,No,No
16000060,1,Country of Origin,Country Of Origin,No,No
16000061,1,Country of Origin,Country Of Origin,No,No
16000062,1,Country of Origin,Country Of Origin,No,No
16000063,1,Country of Origin,Country Of Origin,No,No
16000064,1,Country of Origin,Country Of Origin,No,No
16000065,1,Country of Origin,Country Of Origin,No,No
16000067,1,Country of Origin,Country Of Origin,No,No
16000069,1,Country of Origin,Country Of Origin,No,No
16000070,1,Country of Origin,Country Of Origin,No,No
16000071,1,Country of Origin,Country Of Origin,No,No
16000072,1,Country of Origin,Country Of Origin,No,No
16000073,1,Country of Origin,Country Of Origin,No,No
16000074,1,Country of Origin,Country Of Origin,No,No
16000075,1,Country of Origin,Country Of Origin,No,No
16000076,1,Country of Origin,Country Of Origin,No,No
16000078,1,Country of Origin,Country Of Origin,No,No
16000079,1,Country of Origin,Country Of Origin,No,No
16000080,1,Country of Origin,Country Of Origin,No,No
16000081,1,Country of Origin,Country Of Origin,No,No
16000082,1,Country of Origin,Country Of Origin,No,No
16000083,1,Country of Origin,Country Of Origin,No,No
16000084,1,Country of Origin,Country Of Origin,No,No
16000085,1,Country of Origin,Country Of Origin,No,No
16000086,1,Country of Origin,Country Of Origin,No,No
16000087,1,Country of Origin,Country Of Origin,No,No
16000088,1,Country of Origin,Country Of Origin,No,No
16000201,1,Country of Origin,Country Of Origin,No,No
16000202,1,Country of Origin,Country Of Origin,No,No
16000203,1,Country of Origin,Country Of Origin,No,No
16000204,1,Country of Origin,Country Of Origin,No,No
16000205,1,Country of Origin,Country Of Origin,No,No
16000206,1,Country of Origin,Country Of Origin,No,No
16000207,1,Country of Origin,Country Of Origin,No,No
16000208,1,Country of Origin,Country Of Origin,No,No
16000209,1,Country of Origin,Country Of Origin,No,No
16000210,1,Country of Origin,Country Of Origin,No,No
16000211,1,Country of Origin,Country Of Origin,No,No
16000212,1,Country of Origin,Country Of Origin,No,No
16000213,1,Country of Origin,Country Of Origin,No,No
16000214,1,Country of Origin,Country Of Origin,No,No
16000215,1,Country of Origin,Country Of Origin,No,No
16000216,1,Country of Origin,Country Of Origin,No,No
16000217,1,Country of Origin,Country Of Origin,No,No
16000218,1,Country of Origin,Country Of Origin,No,No
16000219,1,Country of Origin,Country Of Origin,No,No
16000220,1,Country of Origin,Country Of Origin,No,No
16000275,1,Country of Origin,Country Of Origin,No,No
16900300,1,Country of Origin,Country Of Origin,No,No
1000320,2,Color,Color,Yes,No
2000013,2,Color,Color,Yes,No
2000017,2,Color,Color,Yes,No
2000018,2,Color,Color,Yes,No
2000020,2,Color,Color,Yes,No
2000027,2,Color,Color,Yes,No
2000028,2,Color,Color,Yes,No
2000029,2,Color,Color,Yes,No
2000030,2,Color,Color,Yes,No
2000031,2,Color,Color,Yes,No
2000032,2,Color,Color,Yes,No
2000033,2,Color,Color,Yes,No
2000034,2,Color,Color,Yes,No
2000035,2,Color,Color,Yes,No
2000036,2,Color,Color,Yes,No
2000037,2,Color,Color,Yes,No
2000038,2,Color,Color,Yes,No
2000040,2,Color,Color,Yes,No
2000041,2,Color,Color,Yes,No
2000042,2,Color,Color,Yes,No
2000044,2,Color,Color,Yes,No
2000045,2,Color,Color,Yes,No
2000049,2,Color,Color,Yes,No
2000050,2,Color,Color,Yes,No
2000051,2,Color,Color,Yes,No
2000052,2,Color,Color,Yes,No
2000053,2,Color,Color,Yes,No
2000054,2,Color,Color,Yes,No
2000055,2,Color,Color,Yes,No
2000056,2,Color,Color,Yes,No
2000060,2,Color,Color,Yes,No
2000061,2,Color,Color,Yes,No
2000062,2,Color,Color,Yes,No
2000063,2,Color,Color,Yes,No
2000064,2,Color,Color,Yes,No
2000065,2,Color,Color,Yes,No
2000066,2,Color,Color,Yes,No
2000067,2,Color,Color,Yes,No
2000068,2,Color,Color,Yes,No
2000069,2,Color,Color,Yes,No
2000071,2,Color,Color,Yes,No
2000072,2,Color,Color,Yes,No
2000073,2,Color,Color,Yes,No
2000074,2,Color,Color,Yes,No
2000075,2,Color,Color,Yes,No
2000076,2,Color,Color,Yes,No
2000077,2,Color,Color,Yes,No
2000078,2,Color,Color,Yes,No
2000081,2,Color,Color,Yes,No
2000084,2,Color,Color,Yes,No
2000085,2,Color,Color,Yes,No
2000088,2,Color,Color,Yes,No
2000094,2,Color,Color,Yes,No
2000095,2,Color,Color,Yes,No
2000096,2,Color,Color,Yes,No
2000097,2,Color,Color,Yes,No
2000098,2,Color,Color,Yes,No
2000099,2,Color,Color,Yes,No
2000101,2,Color,Color,Yes,No
2000102,2,Color,Color,Yes,No
2000103,2,Color,Color,Yes,No
2000104,2,Color,Color,Yes,No
2000105,2,Color,Color,Yes,No
2000106,2,Color,Color,Yes,No
2000107,2,Color,Color,Yes,No
2000108,2,Color,Color,Yes,No
2000109,2,Color,Color,Yes,No
2000110,2,Color,Color,Yes,No
2000111,2,Color,Color,Yes,No
2000112,2,Color,Color,Yes,No
2000113,2,Color,Color,Yes,No
2000114,2,Color,Color,Yes,No
2000115,2,Color,Color,Yes,No
2000116,2,Color,Color,Yes,No
2000117,2,Color,Color,Yes,No
2000118,2,Color,Color,Yes,No
2000119,2,Color,Color,Yes,No
2000120,2,Color,Color,Yes,No
2000121,2,Color,Color,Yes,No
2000122,2,Color,Color,Yes,No
2000123,2,Color,Color,Yes,No
2000124,2,Color,Color,Yes,No
2000125,2,Color,Color,Yes,No
2000126,2,Color,Color,Yes,No
2000127,2,Color,Color,Yes,No
2000128,2,Color,Color,Yes,No
2000129,2,Color,Color,Yes,No
2000130,2,Color,Color,Yes,No
2000131,2,Color,Color,Yes,No
2000132,2,Color,Color,Yes,No
2000133,2,Color,Color,Yes,No
2000134,2,Color,Color,Yes,No
2000137,2,Color,Color,Yes,No
2000138,2,Color,Color,Yes,No
2000139,2,Color,Color,Yes,No
2000140,2,Color,Color,Yes,No
2000141,2,Color,Color,Yes,No
2000142,2,Color,Color,Yes,No
2000157,2,Color,Color,Yes,No
2000158,2,Color,Color,Yes,No
2000159,2,Color,Color,Yes,No
2000160,2,Color,Color,Yes,No
2000161,2,Color,Color,Yes,No
2000162,2,Color,Color,Yes,No
2000163,2,Color,Color,Yes,No
2000164,2,Color,Color,Yes,No
2000165,2,Color,Color,Yes,No
2000166,2,Color,Color,Yes,No
2900000,2,Color,Color,Yes,No
2900001,2,Color,Color,Yes,No
2900002,2,Color,Color,Yes,No
2900003,2,Color,Color,Yes,No
2900004,2,Color,Color,Yes,No
2900005,2,Color,Color,Yes,No
2900006,2,Color,Color,Yes,No
2900007,2,Color,Color,Yes,No
2900008,2,Color,Color,Yes,No
2900050,2,Color,Color,Yes,No
2900051,2,Color,Color,Yes,No
2900052,2,Color,Color,Yes,No
2900053,2,Color,Color,Yes,No
2900054,2,Color,Color,Yes,No
2900055,2,Color,Color,Yes,No
2900056,2,Color,Color,Yes,No
2900057,2,Color,Color,Yes,No
2900058,2,Color,Color,Yes,No
2900059,2,Color,Color,Yes,No
2900060,2,Color,Color,Yes,No
2900257,2,Color,Color,Yes,No
3000013,2,Color,Color,Yes,No
3000015,2,Color,Color,Yes,No
3000030,2,Color,Color,Yes,No
3000045,2,Color,Color,Yes,No
3000061,2,Color,Color,Yes,No
3000062,2,Color,Color,Yes,No
3000063,2,Color,Color,Yes,No
3000064,2,Color,Color,Yes,No
3000065,2,Color,Color,Yes,No
3000066,2,Color,Color,Yes,No
3000067,2,Color,Color,Yes,No
4000000,2,Color,Color,Yes,No
4000001,2,Color,Color,Yes,No
4000002,2,Color,Color,Yes,No
4000003,2,Color,Color,Yes,No
4000004,2,Color,Color,Yes,No
4000005,2,Color,Color,Yes,No
4000006,2,Color,Color,Yes,No
4000007,2,Color,Color,Yes,No
4000008,2,Color,Color,Yes,No
4000009,2,Color,Color,Yes,No
4000010,2,Color,Color,Yes,No
4000011,2,Color,Color,Yes,No
4000012,2,Color,Color,Yes,No
4000013,2,Color,Color,Yes,No
4000014,2,Color,Color,Yes,No
4000015,2,Color,Color,Yes,No
4000016,2,Color,Color,Yes,No
4000017,2,Color,Color,Yes,No
4000018,2,Color,Color,Yes,No
4000019,2,Color,Color,Yes,No
4000020,2,Color,Color,Yes,No
4000021,2,Color,Color,Yes,No
4000022,2,Color,Color,Yes,No
4000023,2,Color,Color,Yes,No
4000024,2,Color,Color,Yes,No
4000025,2,Color,Color,Yes,No
4000026,2,Color,Color,Yes,No
4000027,2,Color,Color,Yes,No
4000028,2,Color,Color,Yes,No
4000029,2,Color,Color,Yes,No
4000030,2,Color,Color,Yes,No
4000031,2,Color,Color,Yes,No
4000032,2,Color,Color,Yes,No
4000033,2,Color,Color,Yes,No
4000034,2,Color,Color,Yes,No
4000035,2,Color,Color,Yes,No
4000036,2,Color,Color,Yes,No
4000037,2,Color,Color,Yes,No
4000038,2,Color,Color,Yes,No
4000039,2,Color,Color,Yes,No
4000040,2,Color,Color,Yes,No
4000041,2,Color,Color,Yes,No
4000042,2,Color,Color,Yes,No
4000043,2,Color,Color,Yes,No
4000044,2,Color,Color,Yes,No
4000045,2,Color,Color,Yes,No
4000046,2,Color,Color,Yes,No
4000047,2,Color,Color,Yes,No
4000048,2,Color,Color,Yes,No
4000049,2,Color,Color,Yes,No
4000050,2,Color,Color,Yes,No
4000051,2,Color,Color,Yes,No
4000052,2,Color,Color,Yes,No
4000053,2,Color,Color,Yes,No
4000054,2,Color,Color,Yes,No
4000055,2,Color,Color,Yes,No
4000056,2,Color,Color,Yes,No
4000057,2,Color,Color,Yes,No
4000058,2,Color,Color,Yes,No
4000059,2,Color,Color,Yes,No
4000060,2,Color,Color,Yes,No
4000061,2,Color,Color,Yes,No
4000062,2,Color,Color,Yes,No
4000063,2,Color,Color,Yes,No
4000064,2,Color,Color,Yes,No
4000065,2,Color,Color,Yes,No
4000066,2,Color,Color,Yes,No
4000067,2,Color,Color,Yes,No
4000068,2,Color,Color,Yes,No
4000069,2,Color,Color,Yes,No
4000070,2,Color,Color,Yes,No
4000071,2,Color,Color,Yes,No
4000072,2,Color,Color,Yes,No
4000073,2,Color,Color,Yes,No
4000074,2,Color,Color,Yes,No
4000075,2,Color,Color,Yes,No
4000076,2,Color,Color,Yes,No
4000077,2,Color,Color,Yes,No
4000078,2,Color,Color,Yes,No
4000079,2,Color,Color,Yes,No
4000080,2,Color,Color,Yes,No
4000081,2,Color,Color,Yes,No
4000082,2,Color,Color,Yes,No
4000083,2,Color,Color,Yes,No
4000084,2,Color,Color,Yes,No
4000085,2,Color,Color,Yes,No
4000086,2,Color,Color,Yes,No
4000087,2,Color,Color,Yes,No
4000088,2,Color,Color,Yes,No
4000089,2,Color,Color,Yes,No
4000090,2,Color,Color,Yes,No
4000091,2,Color,Color,Yes,No
4000092,2,Color,Color,Yes,No
4000093,2,Color,Color,Yes,No
4000094,2,Color,Color,Yes,No
4000095,2,Color,Color,Yes,No
4000096,2,Color,Color,Yes,No
4000097,2,Color,Color,Yes,No
4000098,2,Color,Color,Yes,No
4000099,2,Color,Color,Yes,No
4000100,2,Color,Color,Yes,No
4000101,2,Color,Color,Yes,No
4000102,2,Color,Color,Yes,No
4000103,2,Color,Color,Yes,No
4000104,2,Color,Color,Yes,No
4000105,2,Color,Color,Yes,No
4000106,2,Color,Color,Yes,No
4000107,2,Color,Color,Yes,No
4000108,2,Color,Color,Yes,No
4000109,2,Color,Color,Yes,No
4000110,2,Color,Color,Yes,No
4000111,2,Color,Color,Yes,No
4000112,2,Color,Color,Yes,No
4000113,2,Color,Color,Yes,No
4000114,2,Color,Color,Yes,No
4000115,2,Color,Color,Yes,No
4000116,2,Color,Color,Yes,No
4000117,2,Color,Color,Yes,No
4000118,2,Color,Color,Yes,No
4000119,2,Color,Color,Yes,No
4000120,2,Color,Color,Yes,No
4000121,2,Color,Color,Yes,No
4000122,2,Color,Color,Yes,No
4000123,2,Color,Color,Yes,No
4000124,2,Color,Color,Yes,No
4000125,2,Color,Color,Yes,No
4000126,2,Color,Color,Yes,No
4000127,2,Color,Color,Yes,No
4000128,2,Color,Color,Yes,No
4000129,2,Color,Color,Yes,No
4000130,2,Color,Color,Yes,No
4000131,2,Color,Color,Yes,No
4000132,2,Color,Color,Yes,No
4000133,2,Color,Color,Yes,No
4000134,2,Color,Color,Yes,No
4000135,2,Color,Color,Yes,No
4000136,2,Color,Color,Yes,No
4000137,2,Color,Color,Yes,No
4000138,2,Color,Color,Yes,No
4000139,2,Color,Color,Yes,No
4000140,2,Color,Color,Yes,No
4000141,2,Color,Color,Yes,No
4000142,2,Color,Color,Yes,No
4000143,2,Color,Color,Yes,No
4000144,2,Color,Color,Yes,No
4000145,2,Color,Color,Yes,No
4000146,2,Color,Color,Yes,No
4000147,2,Color,Color,Yes,No
4000148,2,Color,Color,Yes,No
4000149,2,Color,Color,Yes,No
4000150,2,Color,Color,Yes,No
4000151,2,Color,Color,Yes,No
4000152,2,Color,Color,Yes,No
4000153,2,Color,Color,Yes,No
4000154,2,Color,Color,Yes,No
4000155,2,Color,Color,Yes,No
4000156,2,Color,Color,Yes,No
4000157,2,Color,Color,Yes,No
4000158,2,Color,Color,Yes,No
4000159,2,Color,Color,Yes,No
4000160,2,Color,Color,Yes,No
4000161,2,Color,Color,Yes,No
4000162,2,Color,Color,Yes,No
4000163,2,Color,Color,Yes,No
4000164,2,Color,Color,Yes,No
4000165,2,Color,Color,Yes,No
4000166,2,Color,Color,Yes,No
4000167,2,Color,Color,Yes,No
4000168,2,Color,Color,Yes,No
4000169,2,Color,Color,Yes,No
4000170,2,Color,Color,Yes,No
4000171,2,Color,Color,Yes,No
4000172,2,Color,Color,Yes,No
4000173,2,Color,Color,Yes,No
4000174,2,Color,Color,Yes,No
4000175,2,Color,Color,Yes,No
4000176,2,Color,Color,Yes,No
4000177,2,Color,Color,Yes,No
4000178,2,Color,Color,Yes,No
4000179,2,Color,Color,Yes,No
4000180,2,Color,Color,Yes,No
4000181,2,Color,Color,Yes,No
4000182,2,Color,Color,Yes,No
4000183,2,Color,Color,Yes,No
4000184,2,Color,Color,Yes,No
4000185,2,Color,Color,Yes,No
4000186,2,Color,Color,Yes,No
4000187,2,Color,Color,Yes,No
4000188,2,Color,Color,Yes,No
4000189,2,Color,Color,Yes,No
4000190,2,Color,Color,Yes,No
4000191,2,Color,Color,Yes,No
4000192,2,Color,Color,Yes,No
4000193,2,Color,Color,Yes,No
4000194,2,Color,Color,Yes,No
4000195,2,Color,Color,Yes,No
4000196,2,Color,Color,Yes,No
4000197,2,Color,Color,Yes,No
4000198,2,Color,Color,Yes,No
4000199,2,Color,Color,Yes,No
4000200,2,Color,Color,Yes,No
4000201,2,Color,Color,Yes,No
4000202,2,Color,Color,Yes,No
4000203,2,Color,Color,Yes,No
4000204,2,Color,Color,Yes,No
4000205,2,Color,Color,Yes,No
4000206,2,Color,Color,Yes,No
4000207,2,Color,Color,Yes,No
4000208,2,Color,Color,Yes,No
4000209,2,Color,Color,Yes,No
4000210,2,Color,Color,Yes,No
4000211,2,Color,Color,Yes,No
4000212,2,Color,Color,Yes,No
4000213,2,Color,Color,Yes,No
4000214,2,Color,Color,Yes,No
4000215,2,Color,Color,Yes,No
4000216,2,Color,Color,Yes,No
4000217,2,Color,Color,Yes,No
4000218,2,Color,Color,Yes,No
4000219,2,Color,Color,Yes,No
4000220,2,Color,Color,Yes,No
4000221,2,Color,Color,Yes,No
4000222,2,Color,Color,Yes,No
4000223,2,Color,Color,Yes,No
4000224,2,Color,Color,Yes,No
4000225,2,Color,Color,Yes,No
4000226,2,Color,Color,Yes,No
4000227,2,Color,Color,Yes,No
4000228,2,Color,Color,Yes,No
4000229,2,Color,Color,Yes,No
4000230,2,Color,Color,Yes,No
4000231,2,Color,Color,Yes,No
4000232,2,Color,Color,Yes,No
4000233,2,Color,Color,Yes,No
4000234,2,Color,Color,Yes,No
4000235,2,Color,Color,Yes,No
4000236,2,Color,Color,Yes,No
4000237,2,Color,Color,Yes,No
4000238,2,Color,Color,Yes,No
4000239,2,Color,Color,Yes,No
4000240,2,Color,Color,Yes,No
4000241,2,Color,Color,Yes,No
4000242,2,Color,Color,Yes,No
4000243,2,Color,Color,Yes,No
4000244,2,Color,Color,Yes,No
4000245,2,Color,Color,Yes,No
4000246,2,Color,Color,Yes,No
4000247,2,Color,Color,Yes,No
4000248,2,Color,Color,Yes,No
4000249,2,Color,Color,Yes,No
4000250,2,Color,Color,Yes,No
4000251,2,Color,Color,Yes,No
4000252,2,Color,Color,Yes,No
4000253,2,Color,Color,Yes,No
4000254,2,Color,Color,Yes,No
4000255,2,Color,Color,Yes,No
4000256,2,Color,Color,Yes,No
4000257,2,Color,Color,Yes,No
4000258,2,Color,Color,Yes,No
4000259,2,Color,Color,Yes,No
4000260,2,Color,Color,Yes,No
4000261,2,Color,Color,Yes,No
4000262,2,Color,Color,Yes,No
4000263,2,Color,Color,Yes,No
4000264,2,Color,Color,Yes,No
4000265,2,Color,Color,Yes,No
4000266,2,Color,Color,Yes,No
4000267,2,Color,Color,Yes,No
4000268,2,Color,Color,Yes,No
4000269,2,Color,Color,Yes,No
4000270,2,Color,Color,Yes,No
4000271,2,Color,Color,Yes,No
4000272,2,Color,Color,Yes,No
4000273,2,Color,Color,Yes,No
4000274,2,Color,Color,Yes,No
4000275,2,Color,Color,Yes,No
4000276,2,Color,Color,Yes,No
4000277,2,Color,Color,Yes,No
4000278,2,Color,Color,Yes,No
4000279,2,Color,Color,Yes,No
4000280,2,Color,Color,Yes,No
4000281,2,Color,Color,Yes,No
4000282,2,Color,Color,Yes,No
4000283,2,Color,Color,Yes,No
4000284,2,Color,Color,Yes,No
4000285,2,Color,Color,Yes,No
4000286,2,Color,Color,Yes,No
4000287,2,Color,Color,Yes,No
4000288,2,Color,Color,Yes,No
4000289,2,Color,Color,Yes,No
4000290,2,Color,Color,Yes,No
4000291,2,Color,Color,Yes,No
4000292,2,Color,Color,Yes,No
4000293,2,Color,Color,Yes,No
4000294,2,Color,Color,Yes,No
4000295,2,Color,Color,Yes,No
4000296,2,Color,Color,Yes,No
4000297,2,Color,Color,Yes,No
4000298,2,Color,Color,Yes,No
4000299,2,Color,Color,Yes,No
4000300,2,Color,Color,Yes,No
4000301,2,Color,Color,Yes,No
4000302,2,Color,Color,Yes,No
4000303,2,Color,Color,Yes,No
4000304,2,Color,Color,Yes,No
4000305,2,Color,Color,Yes,No
4000306,2,Color,Color,Yes,No
